title,description,url,source_name,published_at,emotion_label,emotion_score,mood
Alex Karp’s ‘Supervillain’ Manifesto Is Putting Palantir’s Contracts at Risk,"Lawmakers in the UK are raising concerns over the government’s contracts with the controversial, Peter Thiel-backed data company.",https://gizmodo.com/alex-karps-supervillain-manifesto-is-putting-palantirs-contracts-at-risk-2000749105,Gizmodo.com,2026-04-21T16:20:53Z,fear,0.7364,anxious
Which Automatic Litter Box Is Best? We Tested Litter-Robot’s Lineup,Whisker’s Litter-Robot name has become synonymous with the automatic litter box. We’ve tested the entire lineup and can help you choose the best model for your household.,https://www.wired.com/story/which-litter-robot-is-right-for-you/,Wired,2026-04-29T10:33:00Z,neutral,0.9672,calm
Lighter than a bar of soap - the shoes worn to shatter marathon record,Sabastian Sawe and Tigst Assefa rewrote the record books in London on Sunday. Was it in part down to the shoes?,https://www.bbc.com/sport/athletics/articles/cn898pn2x08o,BBC News,2026-04-27T12:47:03Z,neutral,0.8855,calm
The AI-designed car is taking shape,"The auto design world is full of advanced 3D visualization tools and VR sculpting platforms, but your average new car still enters the world as a sketch. Those sketches traditionally see endless iteration and refinement from all angles before being turned int…",https://www.theverge.com/transportation/918411/gm-ai-car-design-nissan-neural-concept,The Verge,2026-04-27T11:08:17Z,neutral,0.847,calm
Data center disputes have been local. But the midterms might change that,Anger over the data center boom has spilled into politics with voters unseating local politicians who support them. It's become an issue hard to ignore in the midterm elections.,https://www.npr.org/2026/04/20/g-s1-117729/data-center-disputes-local-midterms,NPR,2026-04-20T09:00:00Z,anger,0.9877,angry
"Days before warning report, all 22 National Science Board members fired in two-sentence email","Just days before it was set to warn that the United States is losing ground to China in science and technology, every member of the National Science Board was abruptly fired via a two-sentence email from the Trump administration.

The administration has provi…",https://boingboing.net/2026/04/29/days-before-warning-report-all-22-national-science-board-members-fired-in-two-sentence-email.html,Boing Boing,2026-04-29T17:34:51Z,sadness,0.354,sad
The Weirdest Wearables From 100 Years Ago,The shockwatch of 1927 walked so Apple Watch could run.,https://gizmodo.com/weirdest-wearables-from-100-years-ago-2000746953,Gizmodo.com,2026-05-06T12:00:08Z,neutral,0.5756,calm
Reed Hastings said STEM is going to be 'overdone',"The cofounder of Netflix said in the age of AI, the focus will shift from STEM to the humanities.",https://www.businessinsider.com/reed-hastings-stem-overdone-double-down-humanities-2026-4,Business Insider,2026-04-27T04:52:01Z,neutral,0.9027,calm
"A viral outbreak on a cruise ship in the Atlantic has killed 3 people, the WHO says",The World Health Organization said that one case of hantavirus infection had been confirmed.,https://www.businessinsider.com/cruise-ship-atlantic-viral-outbreak-deaths-hantavirus-world-health-organization-2026-5,Business Insider,2026-05-03T21:27:42Z,neutral,0.4879,calm
Oura adds birth control support to its period tracker,"Oura is launching a new reproductive health feature that takes hormonal contraception into consideration when tracking period cycles. The smart ring maker describes the Hormonal Birth Control update as a ""first-of-its-kind experience"" inside Oura's existing C…",https://www.theverge.com/tech/921955/oura-hormonal-birth-control-tracking-update,The Verge,2026-05-01T10:24:52Z,neutral,0.799,calm
Tim Cook’s departure is the start of a new era at Apple,"Apple is about to become a very different company. This September, Apple CEO Tim Cook is stepping down and will be replaced by John Ternus, the current head of hardware. But the shift is bigger than just a CEO transition - it's the most significant move yet i…",https://www.theverge.com/tech/916585/tim-cook-apple-new-era,The Verge,2026-04-22T22:05:10Z,sadness,0.3164,sad
'Good business' for PGA Tour if LIV players return - McIlroy,"Rory McIlroy says bringing back LIV Golf defectors would be ""good business"" for the PGA Tour amid doubts over the future of the breakaway series.",https://www.bbc.com/sport/golf/articles/cwy27wkrzk9o,BBC News,2026-05-09T06:54:50Z,neutral,0.4621,calm
Trump administration defends right to ban content moderation experts from US,"The Trump administration is fighting for the right to keep some social media moderation advocates out of the US. On Wednesday, US District Court Judge James Boasberg heard arguments in a lawsuit between the nonprofit Coalition for Independent Technology Resea…",https://www.theverge.com/policy/930178/citr-rubio-visa-deportation-misinformation-research,The Verge,2026-05-13T21:58:44Z,anger,0.6813,angry
WWE Videos Made by a Glitching AI That Sounds Like It’s Being Strangled Are the Future of Entertainment,It sounds awful. I can't stop listening.,https://gizmodo.com/wwe-videos-made-by-a-glitching-ai-that-sounds-like-its-being-strangled-are-the-future-of-entertainment-2000751966,Gizmodo.com,2026-04-29T01:03:22Z,disgust,0.8141,angry
Spotify is partnering with Peloton for guided workouts,"Spotify has dabbled in customized running playlists, but now it's diving more firmly into the fitness space with curated playlists and content from creators like Yoga with Kassandra, Sweaty Studio, Chloe Ting, and Pilates Body by Raven. Not only that, but Pre…",https://www.theverge.com/tech/918861/spotify-peloton-guided-workouts,The Verge,2026-04-27T11:18:12Z,neutral,0.9381,calm
"Your Late Night Snacking Isn’t Doing Your Gut Any Favors, Study Finds","Eating late at night might worsen people's digestive problems, including constipation.",https://gizmodo.com/your-late-night-snacking-isnt-doing-your-gut-any-favors-study-finds-2000750026,Gizmodo.com,2026-04-23T20:30:07Z,disgust,0.823,angry
Where to watch Hawks vs. Knicks live streams from anywhere,"The NBA Playoffs are underway, and Atlanta stays in New York for Game 2. We'll show you where to watch Hawks vs. Knicks live streams online.",https://www.businessinsider.com/guides/streaming/where-to-watch-hawks-vs-knicks-g2-nba-playoffs-2026,Business Insider,2026-04-20T18:24:18Z,neutral,0.9366,calm
Join Our Livestream: Musk v. Altman and the Future of OpenAI,"On May 8, we’re going live to answer your questions about the Musk v. Altman trial that could determine the fate of OpenAI.",https://www.wired.com/story/livestream-musk-v-altman-trial/,Wired,2026-04-22T10:00:00Z,neutral,0.9112,calm
Dreame’s Smart Fridge Has a Robot Arm That Can Put Your Groceries Away for You,"The N1 Refrigerator also has AI that can make recommendations based on your health and activity data. Alas, it's only a concept.",https://gizmodo.com/dreames-smart-fridge-has-a-robot-arm-that-can-put-your-groceries-away-for-you-2000751983,Gizmodo.com,2026-04-29T14:15:32Z,neutral,0.7579,calm
Brendan Carr’s war on wokeness targets inclusive children’s television,"Under the guidance of consummate bully / chairman Brendan Carr, the FCC is taking steps towards cracking down on children's entertainment that in any way explores the complexities of gender identity. On Wednesday, the FCC's Media Bureau announced that it is s…",https://www.theverge.com/entertainment/917810/brendan-carr-fcc-transgender-nonbinary-childrens-programming,The Verge,2026-04-23T21:36:46Z,fear,0.5735,anxious
"25 years later, is it time for a new iPod?","This is Lowpass by Janko Roettgers, a newsletter on the ever-evolving intersection of tech and entertainment, syndicated just for The Verge subscribers once a week. This year marks the 25th anniversary of the original iPod. With its monochrome display, mechan…",https://www.theverge.com/column/917369/sleevenote-new-ipod-streaming-bandcamp-music,The Verge,2026-04-23T13:09:02Z,neutral,0.8193,calm
MrBeast teases a new membership program at an invite-only advertiser party,MrBeast is planning a membership program as the world's biggest social media star looks beyond YouTube to build a diversified entertainment company.,https://www.businessinsider.com/mrbeast-jimmy-donaldson-teases-new-membership-program-private-advertiser-event-2026-5,Business Insider,2026-05-12T19:26:44Z,neutral,0.8439,calm
"Nanoleaf bets its future on robots, red light therapy, and AI","Smart lighting company Nanoleaf has been unusually quiet recently. While competitors such as Govee and Philips Hue have been pumping out new products and innovative features at an impressive pace, Nanoleaf has launched just a handful of smart lighting product…",https://www.theverge.com/tech/926342/nanoleaf-smart-lighting-ai-robotics-red-light-wellness,The Verge,2026-05-08T12:20:27Z,neutral,0.7319,calm
Fox News AI Newsletter: How Disney fans will experience AI,"New Disney CEO Josh D'Amaro outlined a new growth strategy, which includes a focus on investing in content as well as artificial intelligence technology.",https://www.foxnews.com/tech/ai-newsletter-disney-fans-experience-ai,Fox News,2026-05-08T12:13:21Z,neutral,0.8943,calm
Google’s Screenless Fitbit Air Relies on Gemini to Be Your Personal Health Coach,"Google using AI to understand your fitness and health data, and then offer guidance? Who could have predicted that?!",https://gizmodo.com/googles-screenless-fitbit-air-relies-on-gemini-to-be-your-personal-health-coach-2000755566,Gizmodo.com,2026-05-07T14:00:40Z,surprise,0.868,curious
"Joanna Stern is not a robot, but she lived with them","My guest today is longtime friend of the show Joanna Stern. You all know Joanna: she is the former senior personal technology columnist for The Wall Street Journal, a former Decoder guest host, one of my cofounders here at The Verge, and also just one of my v…",https://www.theverge.com/podcast/926752/joanna-stern-i-am-not-a-robot-new-things-media-youtube-ai-automation,The Verge,2026-05-11T13:48:57Z,neutral,0.6329,calm
Should schools limit kids’ screen time? The science is murky,Los Angeles public schools are limiting computer use in classrooms over health concerns. But experts say that approach is missing the problem,https://www.scientificamerican.com/article/should-schools-limit-kids-screen-time-the-science-is-murky/,Scientific American,2026-04-30T11:00:00Z,neutral,0.7846,calm
Tim Cook had bold visions for Apple. See which ones came true.,"From augmented reality to Apple's role in health, Tim Cook had grand visions for the company. Some came true, while others were never fully realized.",https://www.businessinsider.com/tim-cook-visions-predictions-for-apple-2026-4,Business Insider,2026-04-23T15:54:35Z,neutral,0.745,calm
SpaceX has a $55 billion plan to build AI chips in Texas,"Elon Musk's plans to get into the AI chip manufacturing business are going to be costly. As the New York Times and CNBC report, SpaceX is planning to invest at least $55 billion into its ""Terafab"" chip plant in Austin, Texas. That's according to the details o…",https://www.theverge.com/ai-artificial-intelligence/926356/spacex-terafab-plant-cost-ai-chips,The Verge,2026-05-07T19:26:16Z,neutral,0.6205,calm
Trump’s New Wildfire Agency Is Betting on a Risky Firefighting Strategy,The new U.S. Wildland Fire Service is pursuing a management strategy that isn't backed by science.,https://gizmodo.com/trumps-new-wildfire-agency-is-betting-on-a-risky-firefighting-strategy-2000749651,Gizmodo.com,2026-04-22T20:35:29Z,neutral,0.9622,calm
Here's what Disney CEO Josh D'Amaro told employees after beating Wall Street's earnings expectations,Disney exceeded Wall Street's earnings expectations last quarter. Read CEO Josh D'Amaro's full memo to Disney employees.,https://www.businessinsider.com/disney-ceo-josh-damaro-memo-employees-earnings-streaming-tech-2026-5,Business Insider,2026-05-06T14:44:56Z,neutral,0.7869,calm
"All Your Hantavirus Questions, Answered by an Infectious Disease Expert","Here’s what you need to know, from why the cruise ship outbreak won’t spark the next pandemic to how hantavirus spreads.",https://www.wired.com/story/all-your-hantavirus-questions-answered-by-an-infectious-disease-expert/,Wired,2026-05-12T15:33:59Z,neutral,0.9398,calm
OpenAI loses 3 top executives as it cuts back on 'side quests',OpenAI loses three executives as it sharpens its business focus and faces rising pressure from Anthropic.,https://www.businessinsider.com/openai-executive-departures-shake-up-leadership-team-2026-4,Business Insider,2026-04-18T00:00:12Z,sadness,0.7499,sad
Elon Musk Seemingly Admits xAI Has Used OpenAI's Models to Train Its Own,"While answering questions under oath, Musk argued it’s standard practice for AI labs to use their competitors' models.",https://www.wired.com/story/elon-musk-distill-openai-models-partly-xai/,Wired,2026-04-30T17:41:14Z,neutral,0.5216,calm
FACT FOCUS: RFK Jr. says the US is limiting measles outbreaks better than the rest of the world,"Health Secretary Robert F. Kennedy Jr. has said that the U.S., under his leadership, is limiting the spread of measles better than any other country in the...",https://www.yahoo.com/news/articles/fact-focus-rfk-jr-says-220937400.html,Yahoo Entertainment,2026-04-17T22:09:37Z,neutral,0.7969,calm
Is this ‘de-extinction’ project actually onto something?,"Dallas-based genetics and biotech startup Colossal has raised hundreds of millions of dollars from venture capitalists, the CIA, and Peter Thiel, among others. Its buzzy ""de-extinction"" projects aim to ""bring back"" lost animals like the woolly mammoth, the Ta…",https://www.theverge.com/science/921088/colossal-de-extinction-antelope-reproduction,The Verge,2026-04-30T11:53:07Z,neutral,0.53,calm
Stop the presses — the best entry-level LG OLED TV has dropped to only $599 at Best Buy,"The LG OLED B5 Series has crashed to just $599 during Best Buy's current sale, but how long will it last?",https://www.androidcentral.com/streaming-tv/stop-the-presses-the-best-entry-level-lg-oled-tv-has-dropped-to-only-usd599-at-best-buy,Android Central,2026-04-29T17:08:49Z,neutral,0.4458,calm
Scientists see Trump's firing of the National Science Board as an attack on research,The move follows an administration push for cuts to the NSF and raises concerns in the scientific community that it could jeopardize a tradition of independent decisions about federal science grants.,https://www.npr.org/2026/04/28/nx-s1-5801465/national-science-board-trump-firing,NPR,2026-04-28T22:32:07Z,fear,0.8853,anxious
Google's Internal Politics Leave It Playing Catch-Up On AI Coding,"An anonymous reader quotes a report from Bloomberg: At Google, leaders are anxious about falling behind in the race to offer AI coding tools, especially as rivals like Anthropic PBC offer more effective and popular tools to businesses, according to people fam…",https://developers.slashdot.org/story/26/04/21/1655253/googles-internal-politics-leave-it-playing-catch-up-on-ai-coding,Slashdot.org,2026-04-21T18:00:00Z,fear,0.8133,anxious
"Here's what Wall Street doesn't get about young investors, according to a Gen Z founder","Eve Halimi and Anam Lakhani created Alinea, an investment platform designed for the next generation of wealth-builders, in 2021.",https://www.businessinsider.com/personal-finance/gen-zalinea-founder-explains-how-to-connect-with-investors-2026-4,Business Insider,2026-04-21T09:09:01Z,neutral,0.8019,calm
What CMOs actually want from TV during the industry's big pitch week,"Measurement, live sports, and flexibility are the top priorities for CMOs during this year's TV upfronts ad sales extravaganza.",https://www.businessinsider.com/what-cmo-marketers-want-from-tv-during-upfronts-2026-5,Business Insider,2026-05-13T11:33:02Z,neutral,0.9428,calm
Google DeepMind workers are unionizing over AI military contracts,"Staffers at Google DeepMind's headquarters have voted to unionize in an effort to prevent the AI firm's technology from being used by Israel and the US military. In a letter to Google management on Tuesday, employees requested that the Communication Workers U…",https://www.theverge.com/tech/923918/google-deepmind-union-bid-ai-military-israel,The Verge,2026-05-05T10:08:33Z,neutral,0.4777,calm
Testing for ‘Bad Cholesterol’ Doesn’t Tell the Whole Story,There’s a more accurate way of measuring who’s at risk for cholesterol-related health issues. So why don’t more doctors use it?,https://www.wired.com/story/moving-beyond-bad-cholesterol-test/,Wired,2026-05-11T18:40:37Z,neutral,0.9003,calm
The 19 Most Exciting Cars at the Beijing Auto Show 2026,The cars that debuted at the Beijing Auto Show demonstrate that the Chinese market is now at the forefront of electrification and intelligence. These are the 19 most intriguing models we saw.,https://www.wired.com/story/most-exciting-cars-at-beijing-auto-show-auto-china-2026/,Wired,2026-05-09T10:00:00Z,neutral,0.7399,calm
New a16z-Backed News Brand Wants to Be Like Cramming Every X Post Into Your Brain at Once,"MTS is a little like cable TV news, but backed by a Silicon Valley VC.",https://gizmodo.com/new-a16z-backed-news-brand-wants-to-be-like-cramming-every-x-post-into-your-brain-at-once-2000748858,Gizmodo.com,2026-04-21T09:00:23Z,neutral,0.9164,calm
Marketers say NAD+ pills and infusions can boost longevity. What's the evidence?,"Wellness and longevity influencers are pushing a compound called NAD+. There's scientific interest in its potential, but researchers say the marketing claims have gotten ahead of the science.",https://www.npr.org/2026/05/11/nx-s1-5813664/nad-infusions-supplements-longevity-science,NPR,2026-05-11T09:00:00Z,neutral,0.9489,calm
What an AI-designed car looks like,"The cars rolling off production lines right now are filled with old ideas. From beginning to end, the creation of a new vehicle can take five years or longer - which is plenty of time for a lot of tastes, politics, and gas prices to change. That's one reason …",https://www.theverge.com/podcast/923974/ai-car-design-codex-vergecast,The Verge,2026-05-05T13:42:18Z,neutral,0.9269,calm
Every test at the US Army's mad science lab,"As the military prepares for conflicts in harsher climates, the US Army's Natick Labs invests millions to improve what soldiers wear, eat, and carry.",https://www.businessinsider.com/why-us-army-spends-millions-destroying-own-gear-2026-4,Business Insider,2026-04-17T19:00:58Z,neutral,0.5103,calm
Arizona students boo former Google CEO Eric Schmidt as he talks about AI during graduation speech,"Eric Schmidt, the former Google CEO, faced jeers and boos during a commencement address at the University of Arizona's graduation ceremony on Friday.",https://www.businessinsider.com/students-boo-eric-schmidt-google-ceo-ai-university-arizona-2026-5,Business Insider,2026-05-16T20:11:20Z,disgust,0.7554,angry
I Watched 'Harry Potter' Inside an 87-Foot Dome. Here's What It Was Like,Entertainment venue Cosm is reimagining Harry Potter and the Sorcerer's Stone with immersive 3D graphics. I learned how it all came together.,https://www.cnet.com/tech/home-entertainment/harry-potter-shared-reality-cosm/,CNET,2026-05-06T12:01:06Z,neutral,0.5971,calm
Telehealth Abortion Is Still Possible Without Mifepristone,Courts may restrict access to the popular abortion medication mifepristone in the United States. Telehealth providers have backup plans in place.,https://www.wired.com/story/telehealth-abortion-is-still-possible-without-mifepristone/,Wired,2026-05-05T21:05:40Z,neutral,0.9101,calm
"Business leaders, including Elon Musk and Dana White, react to the shooting at the DC press dinner","Here's what big names in the business world are saying about the shooting  at the annual White House Correspondents' Dinner in Washington, DC.",https://www.businessinsider.com/business-leaders-reactions-white-house-correspondents-dinner-shooting-donald-trump-2026-4,Business Insider,2026-04-26T05:05:50Z,neutral,0.8741,calm
A $2 billion tech firm is pausing 401(k) contributions for staff in the latest corporate benefit rollback,"TTEC, a mid-size technology customer experience firm, is the latest company found to be cutting a core benefit, Business Insider has learned.",https://www.businessinsider.com/ttec-pauses-401k-contributions-benefit-cuts-consulting-deloitte-zoom-2026-5,Business Insider,2026-05-08T09:20:44Z,neutral,0.829,calm
Rivian’s revenue is up as R2 production kicks into gear,"Rivian reported its first quarter earnings of 2026, providing us a closer look at the company's financial health as it kicks off production for the crucial R2 electric vehicle. We've already got Rivian's production and delivery statement from the first three …",https://www.theverge.com/transportation/921295/rivian-q1-2026-earnings-revenue-profit-r2,The Verge,2026-04-30T19:54:45Z,neutral,0.7637,calm
‘Saros’ Is a Colorfully Aggressive Descent Into Roguelike Madness,"Housemarque returns to the world of roguelikes and cosmic horror with 'Saros,' its latest run at PlayStation 5 greatness.",https://gizmodo.com/saros-is-a-colorfully-aggressive-descent-into-roguelike-madness-2000750119,Gizmodo.com,2026-04-24T11:00:34Z,fear,0.9708,anxious
University of Washington CS professor explains what's changing for young software engineers,"University of Washington computer science professor Dan Grossman said ""we haven't come anywhere close to the limit"" of what computers can do.",https://www.businessinsider.com/cs-professor-explains-changes-software-engineering-ai-2026-4,Business Insider,2026-04-29T09:33:01Z,neutral,0.9092,calm
Poverty and technology fueling record levels of slavery in UK,An independent report warns cost of living pressures are driving up exploitation levels in Britain.,https://www.bbc.com/news/articles/c1j2gd8yr6go,BBC News,2026-05-05T01:18:14Z,fear,0.8081,anxious
YouTube TV finally lets you build your own multiview,The new feature is currently available to a limited number of users in the U.S.,https://www.androidcentral.com/streaming-tv/youtube-tv/youtube-tv-fully-customizable-multiview-rolling-out,Android Central,2026-04-23T11:37:41Z,neutral,0.9462,calm
OnePlus quietly drops a great smartwatch while its global business is in limbo,"OnePlus quietly dropped a titanium Watch 4 with Wear OS 6, but good luck buying one before the company possibly implodes.",https://www.androidcentral.com/wearables/oneplus-watch/oneplus-quietly-drops-a-great-smartwatch-while-its-global-business-is-in-limbo,Android Central,2026-04-23T11:40:52Z,neutral,0.9025,calm
BI Debate: Should I make a digital clone of myself using AI? Or is that a terrible idea?,"Two tech executives debate whether AI clones are dangerous, a great business opportunity, or both. What do you think?",https://www.businessinsider.com/bi-debate-should-i-make-a-digital-replica-of-myself-2026-5,Business Insider,2026-05-14T09:10:01Z,neutral,0.7159,calm
Here's what David Ellison told Paramount employees after beating earnings estimates,"Paramount Skydance CEO David Ellison said the company is ""making meaningful strides"" in tech ahead of its mega-deal with Warner Bros. Discovery.",https://www.businessinsider.com/david-ellison-memo-earnings-paramount-skydance-wbd-deal-2026-5,Business Insider,2026-05-05T15:17:09Z,joy,0.5175,happy
